Order_ID,Order_Date,Ship_Mode,Customer_ID,Segment,City,Region,Category,Product_Name,Payment_Mode,Unit_Price,Quantity,Discount,Sales,Profit,Year,Month,Month_Name,Quarter,Profit_Margin
ORD-02555,2022-12-08,Standard Class,CUST-2141,Consumer,Jaipur,North,Clothing,Saree,Debit Card,5270.17,2,0.1,9486.31,2922.4449999999997,2022,12,Dec,Q4,30.81
ORD-02556,2022-12-08,Second Class,CUST-1930,Corporate,Lucknow,North,Groceries,Rice (5kg),Debit Card,79.11,4,0.0,316.44,79.57,2022,12,Dec,Q4,25.15
ORD-02557,2022-12-08,Standard Class,CUST-1372,Corporate,Bangalore,South,Furniture,Wardrobe,UPI,36227.34,2,0.25,54341.01,12002.23,2022,12,Dec,Q4,22.09
ORD-02558,2022-12-09,Second Class,CUST-1334,Consumer,Kochi,South,Books,Python Programming,UPI,179.54,8,0.05,1364.5,336.97,2022,12,Dec,Q4,24.7
ORD-02559,2022-12-09,Standard Class,CUST-1043,Consumer,Delhi,North,Toys,Action Figure,UPI,2943.95,5,0.05,13983.76,1183.83,2022,12,Dec,Q4,8.47
ORD-02560,2022-12-09,Standard Class,CUST-1738,Corporate,Jabalpur,Central,Clothing,Saree,Credit Card,3068.31,7,0.1,19330.35,3727.0,2022,12,Dec,Q4,19.28
ORD-02561,2022-12-09,First Class,CUST-1592,Home Office,Chennai,South,Clothing,Jacket,Cash,457.8,4,0.15,1556.52,244.54,2022,12,Dec,Q4,15.71
ORD-02562,2022-12-09,Standard Class,CUST-1306,Consumer,Surat,West,Sports,Cycle,Net Banking,6826.23,6,0.05,38909.51,13307.46,2022,12,Dec,Q4,34.2
ORD-02563,2022-12-09,Same Day,CUST-1295,Home Office,Mumbai,West,Clothing,T-Shirt,Cash,3729.02,4,0.0,14916.08,967.86,2022,12,Dec,Q4,6.49
ORD-02564,2022-12-09,First Class,CUST-1231,Corporate,Jabalpur,Central,Books,Novel,Credit Card,722.59,6,0.15,3685.21,514.04,2022,12,Dec,Q4,13.95
ORD-02565,2022-12-10,Second Class,CUST-1769,Home Office,Chennai,South,Furniture,Bookshelf,Net Banking,22993.39,1,0.0,22993.39,7646.65,2022,12,Dec,Q4,33.26
ORD-02566,2022-12-10,Standard Class,CUST-1360,Consumer,Pune,West,Groceries,Sugar (1kg),Debit Card,206.7,6,0.0,1240.2,427.93,2022,12,Dec,Q4,34.5
ORD-02567,2022-12-10,First Class,CUST-1771,Consumer,Kochi,South,Electronics,Camera,UPI,26529.73,6,0.1,143260.54,42615.78,2022,12,Dec,Q4,29.75
ORD-02568,2022-12-10,Second Class,CUST-2390,Home Office,Kochi,South,Groceries,Spices,Credit Card,460.22,2,0.0,920.44,67.01,2022,12,Dec,Q4,7.28
ORD-02569,2022-12-11,Standard Class,CUST-1656,Home Office,Ahmedabad,West,Furniture,Bed Frame,Cash,14473.24,9,0.3,91181.41,19914.61,2022,12,Dec,Q4,21.84
ORD-02570,2022-12-11,Standard Class,CUST-2403,Consumer,Jaipur,North,Groceries,Spices,Net Banking,121.14,6,0.1,654.16,2922.4449999999997,2022,12,Dec,Q4,446.75
ORD-02571,2022-12-11,Standard Class,CUST-1533,Corporate,Pune,West,Electronics,Smartphone,Debit Card,22530.94,7,0.3,110401.61,32230.18,2022,12,Dec,Q4,29.19
ORD-02572,2022-12-11,Same Day,CUST-2210,Home Office,Indore,Central,Sports,Badminton Set,Credit Card,8989.67,2,0.0,17979.34,1195.76,2022,12,Dec,Q4,6.65
ORD-02573,2022-12-11,First Class,CUST-2323,Consumer,Patna,East,Books,Python Programming,Credit Card,848.18,2,0.3,1187.45,129.6,2022,12,Dec,Q4,10.91
ORD-02574,2022-12-12,First Class,CUST-1783,Corporate,Mumbai,West,Clothing,Shoes,Credit Card,4388.21,2,0.0,8776.42,1726.84,2022,12,Dec,Q4,19.68
ORD-02575,2022-12-12,Second Class,CUST-1393,Home Office,Bangalore,South,Electronics,Tablet,Debit Card,20656.98,9,0.0,185912.82,18088.26,2022,12,Dec,Q4,9.73
ORD-02576,2022-12-12,Standard Class,CUST-1399,Consumer,Coimbatore,South,Electronics,Camera,UPI,7903.46,3,0.0,23710.38,6112.88,2022,12,Dec,Q4,25.78
ORD-02577,2022-12-13,Standard Class,CUST-1003,Consumer,Nagpur,West,Groceries,Rice (5kg),Credit Card,221.65,4,0.05,842.27,249.51,2022,12,Dec,Q4,29.62
ORD-02578,2022-12-13,Standard Class,CUST-2417,Corporate,Kolkata,East,Groceries,Spices,Credit Card,71.59,1,0.0,71.59,18.71,2022,12,Dec,Q4,26.13
ORD-02579,2022-12-13,Standard Class,CUST-2105,Consumer,Mumbai,West,Groceries,Pulses,Debit Card,152.86,1,0.1,137.57,25.05,2022,12,Dec,Q4,18.21
ORD-02580,2022-12-14,Standard Class,CUST-1400,Consumer,Patna,East,Clothing,Jacket,Debit Card,5744.71,4,0.0,22978.84,7204.24,2022,12,Dec,Q4,31.35
ORD-02581,2022-12-14,First Class,CUST-1414,Home Office,Patna,East,Furniture,Chair,Cash,9620.18,2,0.0,19240.36,1756.76,2022,12,Dec,Q4,9.13
ORD-02582,2022-12-14,Same Day,CUST-1593,Corporate,Jabalpur,Central,Groceries,Rice (5kg),UPI,326.95,8,0.1,2354.04,301.56,2022,12,Dec,Q4,12.81
ORD-02583,2022-12-14,Standard Class,CUST-1602,Corporate,Coimbatore,South,Furniture,Bookshelf,UPI,28535.55,4,0.0,114142.2,22470.25,2022,12,Dec,Q4,19.69
ORD-02584,2022-12-15,Second Class,CUST-1618,Home Office,Coimbatore,South,Toys,Board Game,Credit Card,1401.88,3,0.15,3574.79,244.52,2022,12,Dec,Q4,6.84
ORD-02585,2022-12-15,Standard Class,CUST-1906,Consumer,Ranchi,East,Electronics,Headphones,Debit Card,47020.31,3,0.1,126954.84,9992.07,2022,12,Dec,Q4,7.87
ORD-02586,2022-12-15,Standard Class,CUST-1037,Consumer,Chennai,South,Sports,Cycle,Debit Card,4199.61,6,0.2,20158.13,3411.42,2022,12,Dec,Q4,16.92
ORD-02587,2022-12-16,Standard Class,CUST-1624,Consumer,Chandigarh,North,Furniture,Chair,Credit Card,9153.41,6,0.05,52174.44,17382.74,2022,12,Dec,Q4,33.32
ORD-02588,2022-12-16,Standard Class,CUST-2028,Consumer,Ranchi,East,Furniture,Sofa,Cash,8798.43,6,0.3,36953.41,11918.37,2022,12,Dec,Q4,32.25
ORD-02589,2022-12-16,Same Day,CUST-2062,Corporate,Hyderabad,South,Sports,Yoga Mat,UPI,6820.46,6,0.1,36830.48,6990.15,2022,12,Dec,Q4,18.98
ORD-02590,2022-12-16,Second Class,CUST-2022,Corporate,Delhi,North,Sports,Football,Credit Card,13129.63,8,0.3,73525.93,6812.0,2022,12,Dec,Q4,9.26
ORD-02591,2022-12-16,Second Class,CUST-2041,Consumer,Indore,Central,Toys,RC Car,Credit Card,1092.9,8,0.0,8743.2,904.33,2022,12,Dec,Q4,10.34
ORD-02592,2022-12-17,Standard Class,CUST-2227,Consumer,Coimbatore,South,Electronics,Smart TV,UPI,37757.15,9,0.15,288842.2,47157.48,2022,12,Dec,Q4,16.33
ORD-02593,2022-12-17,Standard Class,CUST-2188,Consumer,Delhi,North,Electronics,Camera,Cash,18330.3,1,0.15,15580.76,1760.97,2022,12,Dec,Q4,11.3
ORD-02594,2022-12-17,Standard Class,CUST-1677,Corporate,Nagpur,West,Sports,Cricket Bat,Debit Card,1468.29,8,0.0,11746.32,879.71,2022,12,Dec,Q4,7.49
ORD-02595,2022-12-18,Second Class,CUST-1024,Consumer,Mumbai,West,Groceries,Spices,Cash,442.31,5,0.1,1990.4,501.85,2022,12,Dec,Q4,25.21
ORD-02596,2022-12-19,First Class,CUST-1554,Consumer,Agra,North,Clothing,Saree,Net Banking,5081.27,3,0.15,12957.24,2908.05,2022,12,Dec,Q4,22.44
ORD-02597,2022-12-20,Standard Class,CUST-1951,Corporate,Ranchi,East,Electronics,Smartphone,Credit Card,50808.72,3,0.1,137183.54,18847.51,2022,12,Dec,Q4,13.74
ORD-02598,2022-12-20,Second Class,CUST-1042,Consumer,Bhubaneswar,East,Electronics,Smartphone,Credit Card,67648.06,6,0.0,405888.36,115144.24,2022,12,Dec,Q4,28.37
ORD-02599,2022-12-20,Standard Class,CUST-1340,Consumer,Bangalore,South,Books,Novel,Credit Card,1326.97,8,0.1,9554.18,2701.78,2022,12,Dec,Q4,28.28
ORD-02600,2022-12-20,Standard Class,CUST-1021,Corporate,Ahmedabad,West,Electronics,Smartphone,UPI,74344.56,2,0.0,148689.12,29336.45,2022,12,Dec,Q4,19.73
ORD-02601,2022-12-20,Second Class,CUST-1766,Consumer,Kolkata,East,Clothing,Shoes,Debit Card,6006.43,9,0.15,45949.19,3628.14,2022,12,Dec,Q4,7.9
ORD-02602,2022-12-21,Second Class,CUST-2257,Corporate,Bhubaneswar,East,Clothing,T-Shirt,Net Banking,2519.47,5,0.0,12597.35,4100.95,2022,12,Dec,Q4,32.55
ORD-02603,2022-12-21,Standard Class,CUST-2399,Consumer,Mumbai,West,Clothing,Saree,UPI,3920.91,5,0.0,19604.55,4912.86,2022,12,Dec,Q4,25.06
ORD-02604,2022-12-21,Standard Class,CUST-1773,Consumer,Raipur,Central,Electronics,Headphones,Debit Card,38861.12,1,0.0,38861.12,4823.26,2022,12,Dec,Q4,12.41
ORD-02605,2022-12-21,Standard Class,CUST-2039,Consumer,Bhubaneswar,East,Groceries,Pulses,Credit Card,125.57,6,0.1,678.08,158.09,2022,12,Dec,Q4,23.31
ORD-02606,2022-12-21,Standard Class,CUST-2401,Home Office,Chandigarh,North,Electronics,Smart TV,Cash,6374.54,5,0.3,22310.89,3826.46,2022,12,Dec,Q4,17.15
ORD-02607,2022-12-22,First Class,CUST-1715,Corporate,Chennai,South,Books,Comics,Credit Card,1447.81,7,0.0,10134.67,2438.45,2022,12,Dec,Q4,24.06
ORD-02608,2022-12-22,Standard Class,CUST-1146,Home Office,Bhubaneswar,East,Clothing,Jeans,Net Banking,4940.28,7,0.0,34581.96,6645.31,2022,12,Dec,Q4,19.22
ORD-02609,2022-12-22,Standard Class,CUST-2253,Corporate,Patna,East,Groceries,Pulses,Debit Card,84.67,4,0.05,321.75,62.95,2022,12,Dec,Q4,19.56
ORD-02610,2022-12-22,Standard Class,CUST-1641,Corporate,Raipur,Central,Books,Data Science Guide,Credit Card,1193.33,5,0.15,5071.65,1373.22,2022,12,Dec,Q4,27.08
ORD-02611,2022-12-22,Same Day,CUST-1388,Consumer,Jaipur,North,Groceries,Sugar (1kg),Cash,171.07,8,0.05,1300.13,304.38,2022,12,Dec,Q4,23.41
ORD-02612,2022-12-22,Second Class,CUST-2396,Consumer,Bangalore,South,Groceries,Sugar (1kg),Credit Card,402.41,2,0.0,804.82,59.55,2022,12,Dec,Q4,7.4
ORD-02613,2022-12-23,Second Class,CUST-1917,Consumer,Kolkata,East,Clothing,Jacket,Cash,4411.44,1,0.1,3970.3,276.38,2022,12,Dec,Q4,6.96
ORD-02614,2022-12-23,Standard Class,CUST-2017,Consumer,Hyderabad,South,Clothing,Shoes,Credit Card,6298.76,6,0.0,37792.56,5347.75,2022,12,Dec,Q4,14.15
ORD-02615,2022-12-23,First Class,CUST-1527,Consumer,Nagpur,West,Groceries,Pulses,Cash,299.05,4,0.05,1136.39,203.5,2022,12,Dec,Q4,17.91
ORD-02616,2022-12-23,Standard Class,CUST-2277,Consumer,Patna,East,Toys,Action Figure,Debit Card,1970.87,3,0.0,5912.61,783.82,2022,12,Dec,Q4,13.26
ORD-02617,2022-12-23,Second Class,CUST-2437,Consumer,Guwahati,East,Groceries,Sugar (1kg),Debit Card,130.52,7,0.15,776.59,190.6,2022,12,Dec,Q4,24.54
ORD-02618,2022-12-23,Same Day,CUST-1372,Consumer,Surat,West,Groceries,Rice (5kg),Cash,290.15,8,0.2,1856.96,201.54,2022,12,Dec,Q4,10.85
ORD-02619,2022-12-24,Standard Class,CUST-1813,Consumer,Jabalpur,Central,Sports,Cricket Bat,Credit Card,3208.7,4,0.15,10909.58,2850.04,2022,12,Dec,Q4,26.12
ORD-02620,2022-12-24,Standard Class,CUST-1874,Corporate,Ranchi,East,Furniture,Sofa,Debit Card,39771.6,6,0.05,226698.12,63916.45,2022,12,Dec,Q4,28.19
ORD-02621,2022-12-24,Standard Class,CUST-2299,Home Office,Kochi,South,Electronics,Tablet,Debit Card,31038.23,2,0.1,55868.81,4877.11,2022,12,Dec,Q4,8.73
ORD-02622,2022-12-24,Standard Class,CUST-2347,Consumer,Chandigarh,North,Groceries,Flour (2kg),Debit Card,127.31,8,0.0,1018.48,249.77,2022,12,Dec,Q4,24.52
ORD-02623,2022-12-24,Standard Class,CUST-1428,Consumer,Hyderabad,South,Toys,Action Figure,Net Banking,1507.22,6,0.15,7686.82,2601.46,2022,12,Dec,Q4,33.84
ORD-02624,2022-12-25,First Class,CUST-1327,Consumer,Indore,Central,Electronics,Smart TV,Credit Card,70064.46,9,0.1,567522.13,61205.64,2022,12,Dec,Q4,10.78
ORD-02625,2022-12-25,Standard Class,CUST-2224,Home Office,Chandigarh,North,Sports,Cycle,Cash,7763.24,6,0.2,37263.55,12028.33,2022,12,Dec,Q4,32.28
ORD-02626,2022-12-25,Second Class,CUST-1648,Consumer,Hyderabad,South,Clothing,T-Shirt,Debit Card,7190.25,6,0.0,43141.5,10000.82,2022,12,Dec,Q4,23.18
ORD-02627,2022-12-25,First Class,CUST-1848,Corporate,Kochi,South,Groceries,Flour (2kg),Debit Card,227.21,2,0.15,386.26,87.79,2022,12,Dec,Q4,22.73
ORD-02628,2022-12-25,Same Day,CUST-1477,Consumer,Mumbai,West,Electronics,Camera,UPI,18360.1,5,0.1,82620.45,5417.99,2022,12,Dec,Q4,6.56
ORD-02629,2022-12-25,Standard Class,CUST-1548,Consumer,Gwalior,Central,Furniture,Bed Frame,Credit Card,24515.21,9,0.0,220636.89,60562.64,2022,12,Dec,Q4,27.45
ORD-02630,2022-12-25,Standard Class,CUST-1378,Consumer,Nagpur,West,Sports,Badminton Set,UPI,12774.79,1,0.1,11497.31,2224.52,2022,12,Dec,Q4,19.35
ORD-02631,2022-12-26,Standard Class,CUST-1926,Consumer,Lucknow,North,Clothing,Shoes,Credit Card,2162.83,4,0.2,6921.06,1843.44,2022,12,Dec,Q4,26.64
ORD-02632,2022-12-26,Standard Class,CUST-2019,Home Office,Pune,West,Groceries,Sugar (1kg),Debit Card,324.04,3,0.2,777.7,227.68,2022,12,Dec,Q4,29.28
ORD-02633,2022-12-26,Second Class,CUST-1971,Consumer,Indore,Central,Sports,Dumbbells,UPI,5824.27,1,0.15,4950.63,1025.47,2022,12,Dec,Q4,20.71
ORD-02634,2022-12-26,Standard Class,CUST-1653,Corporate,Guwahati,East,Toys,Puzzle,Credit Card,3959.16,1,0.0,3959.16,511.1,2022,12,Dec,Q4,12.91
ORD-02635,2022-12-26,Standard Class,CUST-1349,Corporate,Guwahati,East,Clothing,Jacket,UPI,3860.52,1,0.2,3088.42,285.59,2022,12,Dec,Q4,9.25
ORD-02636,2022-12-26,Standard Class,CUST-1327,Corporate,Jaipur,North,Furniture,Wardrobe,Credit Card,23837.32,1,0.1,21453.59,2105.69,2022,12,Dec,Q4,9.82
ORD-02637,2022-12-26,Second Class,CUST-1734,Consumer,Guwahati,East,Electronics,Camera,UPI,61816.73,2,0.0,123633.46,38336.31,2022,12,Dec,Q4,31.01
ORD-02638,2022-12-27,Standard Class,CUST-2161,Consumer,Nagpur,West,Toys,Lego Set,Debit Card,3624.46,5,0.0,18122.3,1577.97,2022,12,Dec,Q4,8.71
ORD-02639,2022-12-27,Standard Class,CUST-1314,Consumer,Lucknow,North,Toys,Doll,Cash,978.02,2,0.0,1956.04,323.55,2022,12,Dec,Q4,16.54
ORD-02640,2022-12-27,Standard Class,CUST-1035,Consumer,Raipur,Central,Groceries,Flour (2kg),Net Banking,322.7,4,0.0,1290.8,193.98,2022,12,Dec,Q4,15.03
ORD-02641,2022-12-27,Standard Class,CUST-1856,Corporate,Agra,North,Books,Python Programming,Debit Card,207.07,9,0.15,1584.09,490.49,2022,12,Dec,Q4,30.96
ORD-02642,2022-12-28,Second Class,CUST-1164,Consumer,Delhi,North,Groceries,Rice (5kg),Credit Card,492.29,3,0.0,1476.87,285.49,2022,12,Dec,Q4,19.33
ORD-02643,2022-12-29,Standard Class,CUST-1817,Corporate,Coimbatore,South,Groceries,Flour (2kg),UPI,111.16,2,0.0,222.32,77.57,2022,12,Dec,Q4,34.89
ORD-02644,2022-12-29,First Class,CUST-1715,Consumer,Kochi,South,Electronics,Smartphone,Credit Card,27976.2,4,0.05,106309.56,28822.27,2022,12,Dec,Q4,27.11
ORD-02645,2022-12-29,Standard Class,CUST-2111,Home Office,Jaipur,North,Sports,Yoga Mat,Cash,8168.95,9,0.05,69844.52,21321.93,2022,12,Dec,Q4,30.53
ORD-02646,2022-12-29,Standard Class,CUST-1171,Consumer,Bhubaneswar,East,Electronics,Laptop,Net Banking,44196.52,4,0.0,176786.08,14072.47,2022,12,Dec,Q4,7.96
ORD-02647,2022-12-29,Standard Class,CUST-1290,Consumer,Coimbatore,South,Books,Python Programming,Cash,1168.25,5,0.0,5841.25,735.59,2022,12,Dec,Q4,12.59
ORD-02648,2022-12-30,Standard Class,CUST-2238,Home Office,Raipur,Central,Sports,Football,Credit Card,8479.58,4,0.0,33918.32,3074.15,2022,12,Dec,Q4,9.06
ORD-02649,2022-12-30,Second Class,CUST-1274,Consumer,Ahmedabad,West,Sports,Yoga Mat,Credit Card,11030.41,8,0.1,79418.95,15017.06,2022,12,Dec,Q4,18.91
ORD-02650,2022-12-30,Standard Class,CUST-1056,Home Office,Chennai,South,Electronics,Laptop,Credit Card,76103.42,4,0.0,304413.68,80817.65,2022,12,Dec,Q4,26.55
ORD-02651,2022-12-30,Second Class,CUST-2339,Consumer,Jaipur,North,Clothing,Saree,Debit Card,3892.98,2,0.1,7007.36,705.77,2022,12,Dec,Q4,10.07
ORD-02652,2022-12-30,Standard Class,CUST-1755,Consumer,Bhubaneswar,East,Clothing,Jeans,Credit Card,5284.62,4,0.0,21138.48,1882.39,2022,12,Dec,Q4,8.91
ORD-02653,2022-12-30,Same Day,CUST-2172,Corporate,Mumbai,West,Clothing,Dress,UPI,4301.35,2,0.0,8602.7,2016.32,2022,12,Dec,Q4,23.44
ORD-02654,2022-12-31,Second Class,CUST-2485,Home Office,Coimbatore,South,Electronics,Smartphone,Debit Card,67910.78,9,0.05,580637.17,69150.3,2022,12,Dec,Q4,11.91
ORD-02655,2022-12-31,Second Class,CUST-1322,Consumer,Patna,East,Toys,Doll,Net Banking,2971.87,8,0.0,23774.96,4607.53,2022,12,Dec,Q4,19.38
ORD-02656,2023-01-01,Standard Class,CUST-1309,Home Office,Ranchi,East,Groceries,Spices,UPI,426.93,9,0.0,3842.37,251.04,2023,1,Jan,Q1,6.53
ORD-02657,2023-01-01,Same Day,CUST-2213,Corporate,Guwahati,East,Clothing,Saree,Net Banking,3420.03,4,0.0,13680.12,3477.27,2023,1,Jan,Q1,25.42
ORD-02658,2023-01-01,Same Day,CUST-1585,Corporate,Lucknow,North,Furniture,Chair,Credit Card,14068.63,1,0.0,14068.63,2988.11,2023,1,Jan,Q1,21.24
ORD-02659,2023-01-01,Standard Class,CUST-1239,Consumer,Gwalior,Central,Furniture,Sofa,Cash,46969.77,3,0.15,119772.91,29251.76,2023,1,Jan,Q1,24.42
ORD-02660,2023-01-01,Standard Class,CUST-1146,Consumer,Ranchi,East,Groceries,Flour (2kg),Debit Card,125.1,7,0.0,875.7,116.14,2023,1,Jan,Q1,13.26
ORD-02661,2023-01-02,Standard Class,CUST-1660,Home Office,Ahmedabad,West,Groceries,Pulses,Credit Card,436.07,1,0.2,348.86,46.6,2023,1,Jan,Q1,13.36
ORD-02662,2023-01-02,Standard Class,CUST-1840,Home Office,Kochi,South,Toys,Puzzle,Cash,805.95,8,0.15,5480.46,1591.57,2023,1,Jan,Q1,29.04
ORD-02663,2023-01-02,Standard Class,CUST-1447,Consumer,Mumbai,West,Furniture,Table,UPI,3748.0,9,0.15,28672.2,7614.44,2023,1,Jan,Q1,26.56
ORD-02664,2023-01-02,Standard Class,CUST-1086,Consumer,Delhi,North,Toys,Action Figure,Credit Card,552.4,8,0.0,4419.2,989.54,2023,1,Jan,Q1,22.39
ORD-02665,2023-01-03,First Class,CUST-1310,Consumer,Chandigarh,North,Books,Novel,Credit Card,1492.86,5,0.15,6344.65,1512.84,2023,1,Jan,Q1,23.84
ORD-02666,2023-01-03,Standard Class,CUST-2211,Corporate,Ahmedabad,West,Clothing,Dress,Credit Card,6782.98,9,0.0,61046.82,4774.67,2023,1,Jan,Q1,7.82
ORD-02667,2023-01-03,First Class,CUST-1650,Consumer,Jabalpur,Central,Toys,Action Figure,UPI,754.57,4,0.0,3018.28,926.16,2023,1,Jan,Q1,30.69
ORD-02668,2023-01-03,Standard Class,CUST-1646,Consumer,Chandigarh,North,Electronics,Camera,Net Banking,77333.22,9,0.0,695998.98,195556.3,2023,1,Jan,Q1,28.1
ORD-02669,2023-01-03,Second Class,CUST-2361,Consumer,Lucknow,North,Books,Comics,Credit Card,666.47,1,0.25,499.85,113.54,2023,1,Jan,Q1,22.71
ORD-02670,2023-01-04,Standard Class,CUST-2435,Corporate,Pune,West,Furniture,Chair,Debit Card,16376.86,3,0.0,49130.58,15995.86,2023,1,Jan,Q1,32.56
ORD-02671,2023-01-04,Second Class,CUST-2191,Consumer,Delhi,North,Books,Novel,Net Banking,182.23,4,0.2,583.14,2922.4449999999997,2023,1,Jan,Q1,501.16
ORD-02672,2023-01-04,Standard Class,CUST-1823,Consumer,Indore,Central,Books,Data Science Guide,Debit Card,807.75,1,0.0,807.75,206.78,2023,1,Jan,Q1,25.6
ORD-02673,2023-01-04,Standard Class,CUST-1476,Corporate,Raipur,Central,Books,Python Programming,UPI,1162.92,6,0.2,5582.02,1891.72,2023,1,Jan,Q1,33.89
ORD-02674,2023-01-04,First Class,CUST-1892,Corporate,Raipur,Central,Sports,Cricket Bat,Credit Card,3625.77,4,0.1,11602.46,1659.18,2023,1,Jan,Q1,14.3
ORD-02675,2023-01-04,Standard Class,CUST-1500,Consumer,Bangalore,South,Clothing,Jeans,Debit Card,6268.05,4,0.2,20057.76,1094.91,2023,1,Jan,Q1,5.46
ORD-02676,2023-01-05,Standard Class,CUST-1948,Consumer,Raipur,Central,Electronics,Smart TV,Debit Card,65027.8,1,0.05,61776.41,16708.06,2023,1,Jan,Q1,27.05
ORD-02677,2023-01-05,Standard Class,CUST-2368,Corporate,Bhopal,Central,Furniture,Wardrobe,UPI,23597.14,5,0.2,94388.56,4917.09,2023,1,Jan,Q1,5.21
ORD-02678,2023-01-05,First Class,CUST-2474,Home Office,Chennai,South,Electronics,Tablet,Credit Card,52234.39,9,0.25,352582.13,109921.04,2023,1,Jan,Q1,31.18
ORD-02679,2023-01-05,Standard Class,CUST-1315,Corporate,Patna,East,Sports,Dumbbells,Credit Card,11501.96,6,0.0,69011.76,4616.22,2023,1,Jan,Q1,6.69
ORD-02680,2023-01-05,Second Class,CUST-2322,Home Office,Delhi,North,Clothing,Shoes,Debit Card,1376.81,8,0.05,10463.76,2572.3,2023,1,Jan,Q1,24.58
ORD-02681,2023-01-06,Standard Class,CUST-1836,Corporate,Raipur,Central,Toys,Board Game,Cash,4010.05,4,0.1,13634.17,2224.49,2023,1,Jan,Q1,16.32
ORD-02682,2023-01-06,Standard Class,CUST-1352,Corporate,Chandigarh,North,Groceries,Pulses,UPI,228.36,9,0.0,2055.24,228.14,2023,1,Jan,Q1,11.1
ORD-02683,2023-01-07,First Class,CUST-2274,Consumer,Surat,West,Books,Comics,UPI,342.13,7,0.15,2035.67,650.35,2023,1,Jan,Q1,31.95
ORD-02684,2023-01-07,Standard Class,CUST-2480,Consumer,Agra,North,Electronics,Tablet,Credit Card,77040.29,7,0.0,539282.03,147695.19,2023,1,Jan,Q1,27.39
ORD-02685,2023-01-07,Second Class,CUST-1607,Consumer,Hyderabad,South,Books,Self-Help,UPI,1369.95,8,0.1,9863.64,1500.58,2023,1,Jan,Q1,15.21
ORD-02686,2023-01-07,Standard Class,CUST-2360,Consumer,Chandigarh,North,Toys,Puzzle,Credit Card,1414.02,2,0.0,2828.04,382.48,2023,1,Jan,Q1,13.52
ORD-02687,2023-01-07,Standard Class,CUST-1368,Corporate,Agra,North,Furniture,Wardrobe,Debit Card,21163.48,6,0.0,126980.88,2922.4449999999997,2023,1,Jan,Q1,2.3
ORD-02688,2023-01-08,Standard Class,CUST-1087,Consumer,Delhi,North,Groceries,Pulses,UPI,370.8,7,0.0,2595.6,781.2,2023,1,Jan,Q1,30.1
ORD-02689,2023-01-08,Standard Class,CUST-1883,Corporate,Guwahati,East,Sports,Cycle,Credit Card,5887.72,3,0.15,15013.69,2922.4449999999997,2023,1,Jan,Q1,19.47
ORD-02690,2023-01-08,Second Class,CUST-1772,Consumer,Patna,East,Electronics,Smart TV,Credit Card,21375.39,8,0.0,171003.12,41382.2,2023,1,Jan,Q1,24.2
ORD-02691,2023-01-08,Second Class,CUST-1155,Consumer,Nagpur,West,Groceries,Flour (2kg),Debit Card,108.69,1,0.15,92.39,10.94,2023,1,Jan,Q1,11.84
ORD-02692,2023-01-08,Standard Class,CUST-1686,Home Office,Bangalore,South,Furniture,Bookshelf,UPI,48061.68,1,0.15,40852.43,12494.36,2023,1,Jan,Q1,30.58
ORD-02693,2023-01-09,Standard Class,CUST-2358,Consumer,Agra,North,Electronics,Tablet,Debit Card,24629.28,3,0.05,70193.45,19296.08,2023,1,Jan,Q1,27.49
ORD-02694,2023-01-09,Standard Class,CUST-1530,Consumer,Chandigarh,North,Clothing,Shoes,Debit Card,1420.64,6,0.0,8523.84,1748.94,2023,1,Jan,Q1,20.52
ORD-02695,2023-01-10,Second Class,CUST-2276,Consumer,Delhi,North,Electronics,Smartphone,UPI,56201.83,7,0.0,393412.81,80050.19,2023,1,Jan,Q1,20.35
ORD-02696,2023-01-10,First Class,CUST-2053,Home Office,Agra,North,Electronics,Tablet,UPI,13102.79,2,0.05,24895.3,5495.68,2023,1,Jan,Q1,22.08
ORD-02697,2023-01-10,Standard Class,CUST-1055,Consumer,Patna,East,Electronics,Smartphone,UPI,34922.85,6,0.0,209537.1,62543.25,2023,1,Jan,Q1,29.85
ORD-02698,2023-01-10,Standard Class,CUST-2323,Corporate,Nagpur,West,Toys,Board Game,Debit Card,1882.66,5,0.1,8471.97,2310.12,2023,1,Jan,Q1,27.27
ORD-02699,2023-01-10,Standard Class,CUST-2369,Consumer,Bhopal,Central,Groceries,Oil (1L),Credit Card,459.23,6,0.25,2066.54,634.17,2023,1,Jan,Q1,30.69
ORD-02700,2023-01-11,Same Day,CUST-2128,Corporate,Coimbatore,South,Toys,Action Figure,Credit Card,4457.82,1,0.0,4457.82,901.3,2023,1,Jan,Q1,20.22
ORD-02701,2023-01-12,First Class,CUST-1695,Consumer,Jaipur,North,Furniture,Sofa,UPI,43861.42,7,0.1,276326.95,65598.56,2023,1,Jan,Q1,23.74
ORD-02702,2023-01-12,Standard Class,CUST-1198,Corporate,Surat,West,Clothing,Jacket,UPI,901.55,8,0.25,5409.3,1657.26,2023,1,Jan,Q1,30.64
ORD-02703,2023-01-12,Standard Class,CUST-1398,Home Office,Raipur,Central,Groceries,Rice (5kg),Net Banking,182.28,7,0.2,1020.77,122.18,2023,1,Jan,Q1,11.97
ORD-02704,2023-01-12,Standard Class,CUST-1419,Corporate,Ahmedabad,West,Furniture,Table,Credit Card,41412.52,9,0.2,298170.14,54626.62,2023,1,Jan,Q1,18.32
